raw_product,dc,on_hand_units,demand_forecast,safety_stock,sku,utilization,velocity,inv_cluster,region,in_transit_units,safety_stock_level,max_stock_level,days_of_supply,carrying_cost_per_unit,last_replenishment_date
Ja 1,APLA DC - 02,10726.581969871873,11799.240166859061,1608.9872954807809,NK-BK-JA1-5279,82.21044877732663,1.7405283660117403,1,APLA,2309.7742247984866,1608.9872954807809,26816.45492467968,20,2.7773229886865396,2026-03-14
ACG Mountain Fly,APLA DC - 03,48310.417732938346,53141.45950623218,7246.5626599407515,NK-AP-ACG-6043,63.92455998959932,3.2753620722268266,2,APLA,9242.869131989295,7246.5626599407515,120776.04433234586,20,2.012883699006029,2026-03-17
Jordan Stay Loyal 3,Greater China DC - 02,31362.633182050206,34498.89650025523,4704.394977307531,NK-JD-SL3-5367,85.66491170600219,4.403535673511056,3,Greater China,7591.358029361323,4704.394977307531,78406.58295512552,40,4.435672007608636,2026-03-14
ACG Mountain Fly,Greater China DC - 01,18922.887024355765,20815.17572679134,2838.433053653365,NK-AP-ACG-8270,69.41849943922094,4.2549575267736,2,Greater China,5029.551363897873,2838.433053653365,47307.21756088941,31,3.5067863655894143,2026-03-17
ACG Mountain Fly,EMEA DC - 02,48600.72924379285,53460.80216817214,7290.109386568927,NK-AP-ACG-8340,77.95183727531816,4.936022857748101,1,EMEA,12811.767707622366,7290.109386568927,121501.82310948212,23,2.966825887448775,2026-03-11
Element Crew Top,Greater China DC - 03,39467.75509516412,43414.530604680534,5920.163264274617,NK-AP-ECT-5104,78.48491717341771,2.781654516766551,2,Greater China,5776.816628084394,5920.163264274617,98669.38773791029,36,3.8900758665298967,2026-03-16
Element Crew Top,North America DC - 01,3676.1190592809144,4043.730965209006,551.4178588921371,NK-AP-ECT-1073,81.59998103146992,3.9959196797814434,1,North America,429.2703552804471,551.4178588921371,9190.297648202286,49,4.407909033604927,2026-03-13
Air Max Plus,North America DC - 02,29136.1306626322,32049.743728895424,4370.41959939483,NK-AM-PLS-9405,64.94693287398313,0.8640370107832996,1,North America,6924.376599353978,4370.41959939483,72840.3266565805,36,3.437257773307315,2026-03-11
Blazer Mid '77,Greater China DC - 01,42097.69117605001,46307.460293655015,6314.653676407501,NK-BZ-77-5958,74.32036587111841,1.8452643618557052,3,Greater China,13097.778358382513,6314.653676407501,105244.22794012501,50,3.5171194604864113,2026-03-13
Pro Dri-FIT Tight,EMEA DC - 02,28685.279545956855,31553.807500552542,4302.791931893528,NK-AP-PDF-8482,67.76153049718204,2.7075778084988724,2,EMEA,3880.8331390762596,4302.791931893528,71713.19886489214,59,3.530380546923732,2026-03-12
Dri-FIT Running Shirt W,Greater China DC - 01,44220.34696642359,48642.38166306595,6633.052044963538,NK-RA-RW-2925,61.047028508714746,4.6968668299549545,3,Greater China,11568.966180186824,6633.052044963538,110550.86741605897,48,3.879590234540051,2026-03-17
LeBron XXI,APLA DC - 01,33684.27807517611,37052.70588269372,5052.641711276417,NK-BK-L21-4065,78.21991108399924,2.9266379252028463,2,APLA,8395.190697918959,5052.641711276417,84210.69518794028,16,1.8738477381344252,2026-03-12
Court Vision Low,North America DC - 02,25699.588970756566,28269.547867832225,3854.9383456134847,NK-CV-L-7849,87.79272084458097,4.412370183449109,3,North America,9922.91970471011,3854.9383456134847,64248.972426891414,34,2.2317545537251515,2026-03-14
Sportswear Icon Clash,North America DC - 02,46394.92240369717,51034.41464406689,6959.238360554576,NK-AP-IC-7267,62.405920512139694,1.6795647056921352,1,North America,15444.431854505787,6959.238360554576,115987.30600924292,34,3.924643721707601,2026-03-14
Sportswear Icon Clash,APLA DC - 03,16939.343252095525,18633.277577305078,2540.9014878143284,NK-AP-IC-3496,85.68411229613456,0.9818516567781075,3,APLA,1965.3163068390693,2540.9014878143284,42348.35813023881,19,4.338365781666332,2026-03-14
Dri-FIT Running Shirt M,EMEA DC - 03,42559.144504515505,46815.05895496706,6383.871675677326,NK-RA-RM-4417,81.15385312869802,2.8258475527824216,2,EMEA,11371.718119547522,6383.871675677326,106397.86126128877,41,2.5385347225932615,2026-03-16
Storm-FIT Jacket,EMEA DC - 03,21351.234109340505,23486.357520274556,3202.6851164010754,NK-AP-SFJ-5244,74.81274438300092,0.8951583033801722,3,EMEA,5458.95273760452,3202.6851164010754,53378.08527335126,40,3.481829032746235,2026-03-10
Air Max 270,EMEA DC - 01,36275.46775855888,39903.01453441477,5441.320163783832,NK-AM-270-9808,89.31255113756568,0.5134851101917401,3,EMEA,12425.481667291031,5441.320163783832,90688.66939639719,47,3.0951243537565167,2026-03-14
Invincible 3,Greater China DC - 01,36952.190622163274,40647.40968437961,5542.828593324491,NK-IV-3-6777,61.37885148489382,2.676068781023707,2,Greater China,10960.89932745799,5542.828593324491,92380.47655540818,34,4.039633222828469,2026-03-15
React Phantom Run 3,EMEA DC - 03,24485.110503903456,26933.621554293804,3672.7665755855182,NK-RT-3-7055,70.14984689789871,0.6230146180821912,3,EMEA,3119.0382659766674,3672.7665755855182,61212.77625975864,16,2.3913729308157228,2026-03-10
Tech Fleece Joggers M,Greater China DC - 03,17950.21786311306,19745.239649424366,2692.5326794669586,NK-AP-TJ-9681,67.02075621157742,1.0379680139028196,2,Greater China,4594.415905176742,2692.5326794669586,44875.54465778265,57,2.6194289500900254,2026-03-12
Air Zoom Pegasus 40,EMEA DC - 02,26224.300637278633,28846.730701006498,3933.645095591795,NK-ZP-40-6036,72.37005245747112,4.189381642344425,1,EMEA,5116.865622255829,3933.645095591795,65560.75159319659,51,3.191127582554213,2026-03-10
ACG Mountain Fly,APLA DC - 02,27785.196611893647,30563.716273083013,4167.7794917840465,NK-AP-ACG-4263,71.35003081123169,1.6709795257975566,1,APLA,5455.768535915447,4167.7794917840465,69462.99152973412,59,3.01797115271104,2026-03-13
Element Crew Top,APLA DC - 01,8763.550318228277,9639.905350051105,1314.5325477342415,NK-AP-ECT-4258,66.78522036462965,4.097842630186359,1,APLA,1640.4192602089145,1314.5325477342415,21908.875795570693,46,2.758351657341255,2026-03-11
Vaporfly 3,North America DC - 03,1115.4228864927095,1226.9651751419806,167.31343297390643,NK-VF-3-8006,89.97423781617712,3.7086060290779614,2,North America,331.0962136705164,167.31343297390643,2788.557216231774,10,2.2032845424014713,2026-03-13
Air Max 270,APLA DC - 01,31172.07975380769,34289.287729188465,4675.8119630711535,NK-AM-270-9966,70.98721554473467,3.1894690741087985,3,APLA,6817.297838947049,4675.8119630711535,77930.19938451923,39,2.0137565885597177,2026-03-13
ACG Mountain Fly,EMEA DC - 01,31192.376025706784,34311.61362827747,4678.856403856017,NK-AP-ACG-8451,72.54519222570609,3.7419999239950164,2,EMEA,3516.9452214054395,4678.856403856017,77980.94006426696,51,3.684495778067923,2026-03-10
Invincible 3,APLA DC - 02,11306.79576367775,12437.475340045527,1696.0193645516624,NK-IV-3-4472,73.43639096313078,1.916397688306394,3,APLA,4362.290435591771,1696.0193645516624,28266.989409194375,50,4.135148737149656,2026-03-19
Yoga Luxe Leggings,Greater China DC - 02,8446.543738041779,9291.198111845957,1266.9815607062667,NK-AP-YLL-5951,68.12880731686785,1.4862797130890866,1,Greater China,1397.8173120129425,1266.9815607062667,21116.359345104447,51,3.6582220857999563,2026-03-10
Dri-FIT Running Shirt W,APLA DC - 02,44295.586556940834,48725.145212634925,6644.337983541125,NK-RA-RW-4374,63.12518690841398,3.7047504659480666,1,APLA,8140.281769519354,6644.337983541125,110738.96639235209,39,2.195758255319373,2026-03-13
Blazer Mid '77,North America DC - 01,7223.656156678135,7946.021772345949,1083.5484235017202,NK-BZ-77-5347,61.80091642410568,3.5868478266258252,1,North America,2274.867810079565,1083.5484235017202,18059.140391695335,11,2.2606107783623504,2026-03-17
Jordan Stay Loyal 3,APLA DC - 01,40633.4369530541,44696.78064835951,6095.015542958115,NK-JD-SL3-5690,73.56147977297692,2.9413474382020355,1,APLA,13423.020829718707,6095.015542958115,101583.59238263525,24,1.8274824435855956,2026-03-15
Court Vision Low,EMEA DC - 03,35321.47640711804,38853.62404782985,5298.221461067706,NK-CV-L-3896,69.32997709200694,4.644582398315562,1,EMEA,12382.501764452605,5298.221461067706,88303.69101779509,17,4.339737984155146,2026-03-19
Storm-FIT Jacket,EMEA DC - 03,46377.23550449225,51014.95905494148,6956.585325673837,NK-AP-SFJ-2773,84.65237304898004,2.9761085889883296,3,EMEA,14501.317274543975,6956.585325673837,115943.08876123063,16,4.26208392449159,2026-03-13
Air Max 270,EMEA DC - 01,40755.17967591028,44830.69764350131,6113.276951386541,NK-AM-270-3411,66.54430001803732,2.674458111615461,3,EMEA,10295.441478015895,6113.276951386541,101887.9491897757,36,3.703686881989745,2026-03-19
LeBron XXI,APLA DC - 03,27950.836062660026,30745.91966892603,4192.625409399004,NK-BK-L21-5232,88.22011861438025,4.904645181213138,1,APLA,8816.757244728635,4192.625409399004,69877.09015665007,39,1.7377259628967767,2026-03-19
Air Zoom Pegasus 40,Greater China DC - 03,39096.25531859035,43005.88085044939,5864.4382977885525,NK-ZP-40-9390,67.08851055757792,2.026955528760074,3,Greater China,9732.281917652937,5864.4382977885525,97740.63829647588,28,1.660469395949359,2026-03-11
Air Max 90,APLA DC - 02,42672.66060105669,46939.92666116236,6400.899090158503,NK-AM-90-3306,78.30601319675917,3.93028583919795,3,APLA,13208.721367928736,6400.899090158503,106681.65150264173,24,2.3191142874849944,2026-03-13
Invincible 3,Greater China DC - 03,47850.12811008774,52635.140921096514,7177.51921651316,NK-IV-3-3011,70.69777697733323,3.5888259360301955,2,Greater China,14677.36387179629,7177.51921651316,119625.32027521935,49,4.4795128587037905,2026-03-14
Storm-FIT Jacket,Greater China DC - 03,17797.468817389094,19577.215699128006,2669.620322608364,NK-AP-SFJ-2902,85.64770645363146,1.7280910696154757,2,Greater China,6441.542261208932,2669.620322608364,44493.67204347273,46,3.061369924358427,2026-03-18
Air Zoom Pegasus 40,North America DC - 03,31066.022279551642,34172.62450750681,4659.903341932746,NK-ZP-40-5638,60.03010429493455,2.7139529512071316,2,North America,5077.745328997968,4659.903341932746,77665.0556988791,56,3.5120328789880317,2026-03-19
Dri-FIT Running Shirt M,APLA DC - 01,25220.99156207786,27743.090718285646,3783.1487343116787,NK-RA-RM-5862,85.435287570723,3.8023603035230624,2,APLA,8938.401897915475,3783.1487343116787,63052.47890519465,41,4.439932945716578,2026-03-16
Dri-FIT Running Shirt W,EMEA DC - 01,37804.13315646475,41584.54647211123,5670.619973469712,NK-RA-RW-6177,75.30252559605098,0.528455269478531,2,EMEA,14660.023719745821,5670.619973469712,94510.33289116187,21,2.8595759788032296,2026-03-14
Storm-FIT Jacket,EMEA DC - 03,31159.317432746582,34275.24917602124,4673.897614911987,NK-AP-SFJ-1277,71.55294723935685,2.0711114156653245,1,EMEA,3237.925857506455,4673.897614911987,77898.29358186646,23,3.9405272069429236,2026-03-15
LeBron XXI,EMEA DC - 01,35396.07036084812,38935.67739693294,5309.410554127217,NK-BK-L21-4065,74.03785269170274,2.9656978347624054,3,EMEA,8896.558120548103,5309.410554127217,88490.1759021203,21,1.6365986234307788,2026-03-12
Vaporfly 3,North America DC - 03,10250.422365437027,11275.464601980731,1537.563354815554,NK-VF-3-8121,61.488365449123314,2.794133352444426,2,North America,3195.0785902187336,1537.563354815554,25626.05591359257,41,4.316977171423575,2026-03-15
Air Max 270,North America DC - 02,25564.90192992182,28121.392122914003,3834.735289488273,NK-AM-270-8744,89.91084048188446,0.8080324766201186,3,North America,5662.342764364616,3834.735289488273,63912.25482480455,50,3.6173688531825112,2026-03-10
Storm-FIT Jacket,EMEA DC - 03,37811.193490479076,41592.31283952699,5671.679023571861,NK-AP-SFJ-1849,67.94689655179408,1.989657247114084,2,EMEA,13104.040635232446,5671.679023571861,94527.9837261977,51,4.076949631110638,2026-03-10
Air Max 90,EMEA DC - 01,30582.562056894963,33640.818262584464,4587.384308534244,NK-AM-90-4866,85.90334736538789,3.372223117929028,3,EMEA,7988.37279363631,4587.384308534244,76456.4051422374,28,2.7058864974138377,2026-03-13
React Phantom Run 3,Greater China DC - 03,28377.86604016347,31215.65264417982,4256.67990602452,NK-RT-3-3771,67.85604046465234,2.3866128558113706,1,Greater China,6469.433935371369,4256.67990602452,70944.66510040867,33,1.8979455227478068,2026-03-18
Invincible 3,Greater China DC - 03,19723.55467348566,21695.91014083423,2958.533201022849,NK-IV-3-7326,69.10020236068135,0.7367284772968785,3,Greater China,4780.509607194672,2958.533201022849,49308.886683714154,40,3.6769163092433454,2026-03-17
Pro Dri-FIT Tight,APLA DC - 03,20071.086317086185,22078.194948794804,3010.6629475629275,NK-AP-PDF-2758,68.86051383724956,1.613884890292781,3,APLA,3257.1551711002908,3010.6629475629275,50177.71579271546,12,2.0955250422038727,2026-03-10
ACG Mountain Fly,North America DC - 02,35137.19740037092,38650.91714040801,5270.579610055637,NK-AP-ACG-1649,67.68795163215658,3.314177423927408,2,North America,4089.0624387798757,5270.579610055637,87842.99350092729,54,3.23637163627445,2026-03-16
Invincible 3,APLA DC - 03,13676.88998279275,15044.578981072027,2051.5334974189127,NK-IV-3-8498,63.000760605479435,0.5478902733274122,1,APLA,1930.2948621792073,2051.5334974189127,34192.224956981874,60,3.5624693209040608,2026-03-19
Invincible 3,APLA DC - 01,11964.957013121246,13161.452714433372,1794.743551968187,NK-IV-3-8647,84.53063984962782,3.9039085848841673,3,APLA,2546.913552755675,1794.743551968187,29912.392532803115,29,2.2216832498362056,2026-03-12
Metcon 9 Amp,EMEA DC - 03,16440.578325748796,18084.63615832368,2466.0867488623194,NK-MT-9-1455,66.90841299006787,0.8811406841573077,3,EMEA,1982.3981159772588,2466.0867488623194,41101.44581437199,15,2.3901340457377143,2026-03-10
Dri-FIT Running Shirt M,EMEA DC - 02,14596.478082774029,16056.125891051433,2189.4717124161043,NK-RA-RM-3810,73.66219767993105,3.2416000506590184,1,EMEA,2901.7409734048324,2189.4717124161043,36491.195206935074,52,2.875432292610939,2026-03-14
Air Max 270,APLA DC - 03,49155.431748831885,54070.974923715075,7373.314762324782,NK-AM-270-1185,70.56910883621968,2.8663379398402222,2,APLA,18244.69268713839,7373.314762324782,122888.57937207971,56,2.255337511651767,2026-03-11
Vaporfly 3,Greater China DC - 02,29827.15735120389,32809.87308632428,4474.0736026805835,NK-VF-3-6495,78.80546375919417,2.501266755441483,3,Greater China,8400.293855053167,4474.0736026805835,74567.89337800973,50,2.5186326913621073,2026-03-19
Dri-FIT Running Shirt W,Greater China DC - 01,11462.458513379386,12608.704364717325,1719.368777006908,NK-RA-RW-7028,75.02880865891919,1.4165265882766593,3,Greater China,1496.552867373962,1719.368777006908,28656.146283448466,33,1.6036795981403253,2026-03-12
Element Crew Top,Greater China DC - 01,49763.80400823539,54740.18440905894,7464.5706012353085,NK-AP-ECT-1528,69.8876694672951,2.424151550364339,1,Greater China,7539.466325563879,7464.5706012353085,124409.51002058848,16,2.7172368520946697,2026-03-15
Vaporfly 3,APLA DC - 02,23242.603963634374,25566.864359997813,3486.390594545156,NK-VF-3-1627,77.0472913615523,2.474418517020087,3,APLA,3913.987270748586,3486.390594545156,58106.50990908594,44,2.8727532616905282,2026-03-15
Ja 1,Greater China DC - 03,12967.419566857669,14264.161523543436,1945.11293502865,NK-BK-JA1-6747,66.03636581210417,1.298194278125721,1,Greater China,4100.371966199746,1945.11293502865,32418.548917144173,50,2.2007010113003838,2026-03-13
LeBron XXI,North America DC - 01,28604.772091212737,31465.249300334013,4290.715813681911,NK-BK-L21-6072,68.8208256504722,2.304570730315705,1,North America,7119.240884294841,4290.715813681911,71511.93022803184,22,2.4356285971255174,2026-03-10
Air Max 270,Greater China DC - 03,13649.718002783304,15014.689803061636,2047.4577004174955,NK-AM-270-3316,75.27144429311063,2.7128992822922147,1,Greater China,4175.348732023898,2047.4577004174955,34124.29500695826,49,3.148264897283741,2026-03-19
SB Dunk Low Pro,APLA DC - 01,10995.11227589139,12094.62350348053,1649.2668413837084,NK-SB-DLP-4439,74.2234646686136,0.7788513287207242,2,APLA,2700.9911907175497,1649.2668413837084,27487.780689728475,18,3.6935761101025317,2026-03-12
Dri-FIT Running Shirt M,North America DC - 01,6428.739437910928,7071.613381702022,964.3109156866392,NK-RA-RM-1186,77.24099769973559,1.2651172905115573,2,North America,1226.171326394779,964.3109156866392,16071.84859477732,27,2.0979240259415683,2026-03-13
Air Zoom Pegasus 40,North America DC - 01,28665.42234613059,31531.96458074365,4299.813351919588,NK-ZP-40-6036,84.48689626495408,2.184387566733988,3,North America,10052.976928373351,4299.813351919588,71663.55586532647,58,3.3620261722936364,2026-03-10
Tech Fleece Joggers M,North America DC - 02,27183.92751785735,29902.32026964309,4077.5891276786024,NK-AP-TJ-3312,89.63212217737761,3.4382453788552354,2,North America,9432.609757865457,4077.5891276786024,67959.81879464338,29,4.1390479015404855,2026-03-19
Storm-FIT Jacket,EMEA DC - 03,32558.902021767128,35814.79222394384,4883.835303265069,NK-AP-SFJ-1123,72.85032152864629,3.6674019216312628,2,EMEA,3745.32638721475,4883.835303265069,81397.25505441782,40,2.774552623534886,2026-03-15
Air Max 90,EMEA DC - 02,1139.8040931918542,1253.7845025110398,170.97061397877812,NK-AM-90-8311,70.50009254065736,4.952794123536553,1,EMEA,368.3242181021298,170.97061397877812,2849.5102329796355,22,2.909502433847355,2026-03-13
Invincible 3,EMEA DC - 02,29074.53271101179,31981.985982112972,4361.179906651769,NK-IV-3-2556,72.5710777179273,4.295124156519469,2,EMEA,4393.253828545288,4361.179906651769,72686.33177752947,57,3.0406810340574513,2026-03-14
Element Crew Top,North America DC - 02,34245.4182277645,37669.960050540954,5136.812734164675,NK-AP-ECT-9309,64.83461776496772,3.3422975539137574,3,North America,12383.405643701082,5136.812734164675,85613.54556941125,10,2.727214258726329,2026-03-15
Yoga Luxe Leggings,APLA DC - 01,16003.749436762024,17604.12438043823,2400.5624155143037,NK-AP-YLL-4537,65.95935321772131,2.8807270149155473,2,APLA,5481.059321964447,2400.5624155143037,40009.37359190506,28,3.7569234284765987,2026-03-19
Dri-FIT Running Shirt M,North America DC - 01,39517.79350729153,43469.572858020685,5927.669026093729,NK-RA-RM-9260,67.14689727884391,0.7142378508156821,3,North America,5492.581628399844,5927.669026093729,98794.48376822882,43,4.025439002247181,2026-03-11
Sportswear Icon Clash,EMEA DC - 02,16773.23750979436,18450.561260773797,2515.985626469154,NK-AP-IC-8567,69.42163113058263,1.3345189845295682,2,EMEA,6391.196538529899,2515.985626469154,41933.0937744859,10,1.6341878915610364,2026-03-18
Sportswear Icon Clash,Greater China DC - 03,15661.543893230995,17227.698282554094,2349.231583984649,NK-AP-IC-3046,78.57405946611962,4.963746559591087,1,Greater China,1903.5539914986443,2349.231583984649,39153.85973307749,38,2.2248207830365474,2026-03-13
React Phantom Run 3,North America DC - 02,10858.36074962914,11944.196824592056,1628.754112444371,NK-RT-3-8291,76.29348638086341,2.0129857633508665,2,North America,1752.9844455084929,1628.754112444371,27145.90187407285,30,4.13070774753014,2026-03-13
Sportswear Icon Clash,APLA DC - 03,25017.656288076683,27519.421916884356,3752.648443211502,NK-AP-IC-5614,85.90558971279648,1.4974574641991736,3,APLA,2603.9673040919492,3752.648443211502,62544.14072019171,54,2.6727980838441012,2026-03-18
Pro Dri-FIT Tight,North America DC - 02,44815.17715115683,49296.69486627252,6722.276572673524,NK-AP-PDF-1131,87.13981422296382,0.9881189632650155,3,North America,16284.717472773991,6722.276572673524,112037.94287789207,58,3.295186897601475,2026-03-19
Pro Dri-FIT Tight,North America DC - 01,41027.164321184544,45129.880753303005,6154.074648177681,NK-AP-PDF-5955,71.45811667160059,1.9363540220439097,3,North America,12658.17725786758,6154.074648177681,102567.91080296136,22,1.6322682204123455,2026-03-11
Court Vision Low,Greater China DC - 02,28648.784352118466,31513.662787330315,4297.31765281777,NK-CV-L-1397,80.90548146676014,1.1551871079799783,3,Greater China,6555.951548012021,4297.31765281777,71621.96088029616,15,1.8645002840257514,2026-03-14
ACG Mountain Fly,Greater China DC - 02,16258.657634804555,17884.52339828501,2438.7986452206833,NK-AP-ACG-1370,62.71110444927828,4.245917220655155,3,Greater China,3790.9927072345263,2438.7986452206833,40646.64408701139,14,3.0615728735680676,2026-03-12
Pro Dri-FIT Tight,North America DC - 03,45087.88645945688,49596.67510540257,6763.1829689185315,NK-AP-PDF-7276,86.51330091233731,2.7681766884327352,2,North America,6715.235140320986,6763.1829689185315,112719.7161486422,42,1.6674939713712322,2026-03-16
Invincible 3,North America DC - 01,27624.784315971836,30387.26274756902,4143.717647395775,NK-IV-3-9934,70.54634208479354,3.313175713023615,2,North America,4416.986192094899,4143.717647395775,69061.9607899296,16,1.9153110479894182,2026-03-15
Pro Dri-FIT Tight,North America DC - 03,17328.956394525732,19061.852033978306,2599.3434591788596,NK-AP-PDF-5320,75.26666787476792,1.5825339180203102,1,North America,5360.807936694478,2599.3434591788596,43322.390986314334,52,3.8544809280307275,2026-03-13
Air Max 270,EMEA DC - 01,28167.289174586847,30984.018092045535,4225.093376188027,NK-AM-270-2311,78.34752716103242,4.504055557584856,1,EMEA,4588.502213848464,4225.093376188027,70418.22293646712,19,3.832206020442861,2026-03-10
Tech Fleece Joggers M,North America DC - 02,2094.2267793798605,2303.649457317847,314.13401690697907,NK-AP-TJ-8190,61.76856341925908,2.741935762137241,2,North America,430.1127062587663,314.13401690697907,5235.566948449651,13,2.802362997833504,2026-03-19
React Phantom Run 3,APLA DC - 03,9191.59309637289,10110.752406010179,1378.7389644559335,NK-RT-3-8968,68.18636023150711,3.256751285249539,3,APLA,1030.437165739792,1378.7389644559335,22978.982740932224,39,2.9319347034756147,2026-03-18
LeBron XXI,APLA DC - 01,42638.54894904731,46902.403843952045,6395.782342357096,NK-BK-L21-4433,86.24800923226114,3.464896594868664,2,APLA,11535.545516732353,6395.782342357096,106596.37237261828,54,4.220009336902581,2026-03-18
Dri-FIT Running Shirt M,Greater China DC - 01,13672.898606370092,15040.188467007103,2050.9347909555136,NK-RA-RM-5519,88.82618630132731,4.6186497048915935,1,Greater China,4671.0400960815905,2050.9347909555136,34182.24651592523,40,4.19816871975288,2026-03-13
Yoga Luxe Leggings,Greater China DC - 01,17315.44627001923,19046.990897021155,2597.3169405028843,NK-AP-YLL-3711,62.52811488965822,4.6726646130084335,3,Greater China,4852.873872461614,2597.3169405028843,43288.61567504807,42,2.721070320721718,2026-03-10
SB Dunk Low Pro,North America DC - 01,23931.513319714984,26324.664651686486,3589.7269979572475,NK-SB-DLP-5864,88.97671415372196,3.913579290252625,3,North America,7956.323258730401,3589.7269979572475,59828.78329928746,30,2.296462349826927,2026-03-12
SB Dunk Low Pro,EMEA DC - 03,48135.392862093046,52948.93214830235,7220.3089293139565,NK-SB-DLP-9930,81.70957473082777,4.072826220611539,2,EMEA,6901.652734363998,7220.3089293139565,120338.48215523262,44,2.780700087167629,2026-03-16
ACG Mountain Fly,Greater China DC - 02,20490.086866295427,22539.095552924973,3073.513029944314,NK-AP-ACG-3310,61.03125673411556,3.500778459686652,3,Greater China,8157.943622335661,3073.513029944314,51225.21716573857,33,2.3731763596165862,2026-03-14
Jordan Stay Loyal 3,APLA DC - 01,3073.524902284324,3380.8773925127566,461.0287353426486,NK-JD-SL3-9785,85.96935909470369,3.5389502311354644,1,APLA,504.4000565794844,461.0287353426486,7683.81225571081,18,2.8375436519236414,2026-03-16
KD16,APLA DC - 02,12237.736732764984,13461.510406041483,1835.6605099147475,NK-BK-KD16-8283,61.716639132288584,4.4414633677002815,1,APLA,3231.6426517212226,1835.6605099147475,30594.34183191246,43,2.6904173178385724,2026-03-18
Storm-FIT Jacket,APLA DC - 02,12676.015396410534,13943.616936051589,1901.40230946158,NK-AP-SFJ-1937,71.40311396936781,1.2944583265244067,2,APLA,4371.989951460954,1901.40230946158,31690.038491026335,42,1.9988792557630108,2026-03-17
Yoga Luxe Leggings,North America DC - 02,15554.735089407623,17110.208598348385,2333.2102634111434,NK-AP-YLL-1446,71.28581792134736,4.2490036196935925,3,North America,3139.25774891594,2333.2102634111434,38886.83772351906,53,2.843809076890205,2026-03-19
LeBron XXI,EMEA DC - 01,24440.950994678413,26885.046094146255,3666.1426492017617,NK-BK-L21-4065,64.2557314335195,2.5740942152946986,3,EMEA,5624.662799716835,3666.1426492017617,61102.37748669603,23,4.090135918356318,2026-03-12
Tech Fleece Joggers M,APLA DC - 03,1690.9824459016513,1860.0806904918165,253.6473668852477,NK-AP-TJ-5203,85.70735809978572,1.5075775502170141,3,APLA,463.3717491518736,253.6473668852477,4227.456114754128,13,1.6208584266167094,2026-03-12
Vaporfly 3,Greater China DC - 02,5880.231266490223,6468.254393139246,882.0346899735334,NK-VF-3-9127,89.16008734497335,4.944289135881862,2,Greater China,2258.17513811303,882.0346899735334,14700.578166225558,28,3.6678224250661082,2026-03-12
Ja 1,EMEA DC - 01,47854.44524605213,52639.88977065735,7178.166786907819,NK-BK-JA1-9825,68.41634666626085,1.9170465958592784,1,EMEA,16389.08975650057,7178.166786907819,119636.11311513031,55,3.998939848607546,2026-03-10
Tech Fleece Joggers M,Greater China DC - 01,26835.124330583185,29518.636763641505,4025.2686495874777,NK-AP-TJ-3148,70.93747265316348,3.4890161065266185,1,Greater China,3627.9106037367637,4025.2686495874777,67087.81082645796,35,1.8305817481867928,2026-03-14
ACG Mountain Fly,APLA DC - 02,12199.899265336224,13419.889191869846,1829.9848898004336,NK-AP-ACG-6892,87.80800058292154,3.4306906017829037,1,APLA,4322.931784988797,1829.9848898004336,30499.74816334056,51,3.1836274360443326,2026-03-19
ACG Mountain Fly,EMEA DC - 03,36202.1838899875,39822.40227898625,5430.327583498125,NK-AP-ACG-7047,84.24241174446782,3.9182736597901524,2,EMEA,10406.1719345516,5430.327583498125,90505.45972496875,58,3.4069686643505195,2026-03-16
Yoga Luxe Leggings,Greater China DC - 03,20060.70497409502,22066.775471504523,3009.105746114253,NK-AP-YLL-4161,85.36852459136117,2.7420979603497635,3,Greater China,6644.2389258553185,3009.105746114253,50151.76243523755,50,4.442485722520818,2026-03-18
ACG Mountain Fly,EMEA DC - 03,39696.07056099201,43665.67761709121,5954.410584148802,NK-AP-ACG-7099,80.77523598165271,1.8979027109170516,3,EMEA,11747.952579190207,5954.410584148802,99240.17640248002,45,3.3956356559276646,2026-03-10
ACG Mountain Fly,EMEA DC - 01,22323.544865266223,24555.899351792847,3348.5317297899333,NK-AP-ACG-3081,72.36387712845988,2.411394792019377,3,EMEA,4130.705275061226,3348.5317297899333,55808.862163165555,16,4.010133547363697,2026-03-18
Pro Dri-FIT Tight,APLA DC - 02,31963.619379223925,35159.98131714632,4794.542906883588,NK-AP-PDF-4195,80.25113377632695,1.2076563358493384,2,APLA,3332.080009096786,4794.542906883588,79909.04844805981,29,2.2237483620006935,2026-03-15
Air Max 90,Greater China DC - 01,15796.71693506243,17376.388628568675,2369.5075402593643,NK-AM-90-8548,79.88974912668631,4.63181135239704,1,Greater China,4298.159802092289,2369.5075402593643,39491.79233765607,48,3.518371994303409,2026-03-11
SB Dunk Low Pro,North America DC - 03,17252.872340942828,18978.159575037113,2587.9308511414242,NK-SB-DLP-1995,62.93069704353593,2.0024356697035453,2,North America,6177.359606885464,2587.9308511414242,43132.180852357065,54,2.0269543231890337,2026-03-15
Pro Dri-FIT Tight,EMEA DC - 02,24229.63960040773,26652.603560448504,3634.445940061159,NK-AP-PDF-9289,87.41171192189957,0.6717199994271157,3,EMEA,8903.008079552648,3634.445940061159,60574.09900101932,60,4.231098264589134,2026-03-11
Air Max Plus,APLA DC - 01,22445.09647332811,24689.606120660923,3366.7644709992164,NK-AM-PLS-2006,66.15704366882096,4.943332525384072,2,APLA,2379.4508300673947,3366.7644709992164,56112.74118332028,37,1.8764464591018664,2026-03-18
