Version.[Version Name],Location.[Location],Item.[Item],forecast_accuracy,baseline_forecast,actual_sales
Baseline FY26,APLA,NK-VF-3-1699,0.9304463196980783,6534.632054731973,16991.703528109447
Baseline FY26,APLA,NK-AP-ACG-9450,0.94045754079367,14089.26454380573,15761.604110327837
Baseline FY26,Greater China,NK-JD-SL3-9373,0.9563747479452853,14574.609630226088,9969.38164967714
Baseline FY26,APLA,NK-AP-ACG-7028,0.8681915233627763,18972.590131274792,16531.11669766957
Baseline FY26,Greater China,NK-CV-L-3852,0.9217838418651407,3833.381688082277,16112.722693437367
Baseline FY26,Greater China,NK-ZP-40-5638,0.965007950023106,4789.319114927974,11922.706221530341
Baseline FY26,EMEA,NK-AP-ACG-5669,0.867636721990742,2880.912766646911,6855.453406411833
Baseline FY26,North America,NK-AP-TJ-9560,0.8651621710678247,9785.95080744592,14755.03598658387
Baseline FY26,APLA,NK-AP-PDF-8553,0.9545107803673404,15616.933122580016,4474.8205706644
Baseline FY26,North America,NK-RA-RM-3455,0.954804875974256,11857.265231561025,5350.4933929393555
Baseline FY26,Greater China,NK-BK-KD16-2414,0.8552210907344886,6986.054101213758,14735.969394562619
Baseline FY26,EMEA,NK-AP-ECT-6176,0.9161648151417328,10231.223743192902,19827.3486376384
Baseline FY26,North America,NK-MT-9-6218,0.8682603331085583,16539.496417034054,5926.096388610524
Baseline FY26,APLA,NK-RA-RW-3260,0.972201425847592,5716.973056545929,9615.029834580602
Baseline FY26,APLA,NK-AP-TJ-2366,0.9223002171466417,12959.219554137551,19667.214663442875
Baseline FY26,APLA,NK-AP-YLL-7776,0.9605971466055521,8050.129965667556,8373.635802643592
Baseline FY26,APLA,NK-SB-DLP-2909,0.9037496497850166,8914.749602117074,11583.674383271536
Baseline FY26,APLA,NK-AP-ACG-6667,0.884762623505487,19020.93689254621,6723.764668785478
Baseline FY26,North America,NK-AP-SFJ-1194,0.8764456337549592,3017.6384053763895,9142.611265564929
Baseline FY26,North America,NK-AP-IC-3500,0.9074901396897173,11561.546520184667,3610.59251427315
Baseline FY26,EMEA,NK-RA-RW-4662,0.8755165684419062,7774.190133760809,7965.220751507582
Baseline FY26,APLA,NK-RA-RW-5422,0.9007300164224507,961.5638964504121,19575.621961193232
Baseline FY26,EMEA,NK-AP-SFJ-1905,0.9626462408259662,15362.705111913705,18486.690400049134
Baseline FY26,Greater China,NK-BK-KD16-4128,0.9338707102046486,2976.972266919264,8680.27912541314
Baseline FY26,EMEA,NK-AM-90-6861,0.9620985322225313,4602.914515958586,5769.925130772657
Baseline FY26,EMEA,NK-AP-PDF-3916,0.8607693384326116,5767.975448827405,13006.268119438675
Baseline FY26,North America,NK-RA-RW-1289,0.9176116499767945,12227.814921985144,7451.644907237051
Baseline FY26,APLA,NK-BK-KD16-6973,0.8916731988693364,7543.68223285963,699.3725216508443
Baseline FY26,APLA,NK-MT-9-2690,0.9078350309216812,6260.372406917575,16099.904582855137
Baseline FY26,Greater China,NK-AP-YLL-2440,0.921793266507085,6600.852112662188,15063.345286234597
Baseline FY26,Greater China,NK-MT-9-7100,0.8822279222096243,3540.831321899748,11364.797952151617
Baseline FY26,Greater China,NK-BZ-77-7229,0.8924778943371426,19708.141928235436,13511.066722833679
Baseline FY26,Greater China,NK-AM-270-9815,0.9196917152297021,10421.146749300346,18366.520762320597
Baseline FY26,North America,NK-RT-3-1853,0.9597795553391042,7281.2209255584785,15182.553107711583
Baseline FY26,North America,NK-AP-SFJ-8702,0.9444650029295941,6057.372134729059,1216.6789526937753
Baseline FY26,APLA,NK-CV-L-3896,0.8999620501462202,16492.178860169777,9989.635429933041
Baseline FY26,APLA,NK-AP-TJ-1528,0.948105078532141,3335.3118672556825,4473.613119464497
Baseline FY26,North America,NK-AP-PDF-8808,0.8673912703716183,16338.749369425577,17042.67680723887
Baseline FY26,EMEA,NK-BK-L21-8023,0.9430008109431189,12251.767774945689,2096.8837568037584
Baseline FY26,Greater China,NK-AM-PLS-2664,0.9055117939148143,17723.32711959908,4937.471443293497
Baseline FY26,Greater China,NK-AP-ECT-3098,0.966388935610496,6322.279056038269,7702.574810024737
Baseline FY26,EMEA,NK-BZ-77-3380,0.947007666906548,18411.513953032234,5977.178304338468
Baseline FY26,APLA,NK-AP-YLL-2175,0.9513533394636371,9432.122827662906,6611.225487158036
Baseline FY26,Greater China,NK-RA-RW-3142,0.8578660079521535,19505.461070017223,15938.532728530057
Baseline FY26,EMEA,NK-BK-JA1-1285,0.9739398930249344,18443.439236104117,18402.556926894107
Baseline FY26,EMEA,NK-RA-RW-7361,0.90238739779813,15207.97301765949,4263.351640871349
Baseline FY26,Greater China,NK-AP-ECT-6009,0.8952806718104968,6107.215290419764,9605.139995172698
Baseline FY26,EMEA,NK-AP-PDF-3182,0.9574615168097252,17218.190178611876,3896.2403235959305
Baseline FY26,North America,NK-JD-SL3-4598,0.8513581694452518,4847.495565408441,18389.95958338276
Baseline FY26,North America,NK-AP-YLL-3854,0.9086183484317982,3798.569610378061,7802.788058007922
Baseline FY26,Greater China,NK-JD-SL3-2176,0.9136116624659173,12719.477234031798,13700.880011941152
Baseline FY26,EMEA,NK-BZ-77-4292,0.9297370583612148,12171.17198726123,10931.408844559695
Baseline FY26,EMEA,NK-RA-RW-8163,0.9360616801909829,19554.639562353652,5560.452257721786
Baseline FY26,North America,NK-BK-L21-3726,0.8781165441433629,15354.123420914799,12459.888914092888
Baseline FY26,North America,NK-AP-ECT-4748,0.910304820513921,19950.965733541885,11135.799251413382
Baseline FY26,Greater China,NK-RA-RW-9434,0.8798938645595541,12451.291973445394,4250.837871401471
Baseline FY26,APLA,NK-RA-RW-9214,0.8533675578860684,10904.612720981742,4552.131511117303
Baseline FY26,EMEA,NK-RA-RM-1862,0.8555938609581327,15961.074970571657,19083.371079751654
Baseline FY26,Greater China,NK-RT-3-3353,0.8977679344011396,10001.36899757655,13748.352925886713
Baseline FY26,EMEA,NK-BK-KD16-6592,0.8753375920872594,12900.38680902117,5693.428505852445
Baseline FY26,APLA,NK-RA-RM-4245,0.9229980775501218,14855.492567569892,2700.1935103649703
Baseline FY26,Greater China,NK-VF-3-5838,0.9238172300244547,14307.628743850526,9414.798888675348
Baseline FY26,APLA,NK-AP-ECT-3098,0.917579233147571,18788.66897040313,5944.35468152263
Baseline FY26,APLA,NK-RT-3-5902,0.9242997592430608,15586.239065994674,11966.393586776203
Baseline FY26,EMEA,NK-AP-ACG-5992,0.9025216777354467,8771.337179098438,19716.398579165125
Baseline FY26,EMEA,NK-AP-PDF-6545,0.8551971099788298,10399.373375170622,16525.387279698403
Baseline FY26,APLA,NK-BK-KD16-7677,0.9044143218899354,12192.788592645755,18875.353870015955
Baseline FY26,Greater China,NK-RA-RM-9321,0.9737874088782004,17630.22036235461,8184.420592129873
Baseline FY26,APLA,NK-BK-L21-9932,0.9134347709007469,13790.833620115207,7352.129638312009
Baseline FY26,APLA,NK-AP-YLL-6276,0.9756252448494848,14317.824865195085,4192.832743896555
Baseline FY26,APLA,NK-BK-L21-7688,0.947305417320462,15904.407448119906,10742.495344988767
Baseline FY26,EMEA,NK-AP-ECT-8470,0.9384892128763692,4210.3557095775905,10285.827506843167
Baseline FY26,APLA,NK-ZP-40-7360,0.9441298558974109,18695.756710484326,13485.496301832925
Baseline FY26,Greater China,NK-BK-L21-2936,0.9487212770941469,4187.4333895783075,687.0503384985818
Baseline FY26,APLA,NK-BK-JA1-3321,0.9007602418111232,4108.8245185991855,7329.357324666289
Baseline FY26,EMEA,NK-BZ-77-1184,0.8767370691488056,10446.2602318693,4059.3880383871165
Baseline FY26,APLA,NK-JD-SL3-8766,0.9135847491580498,18780.09251019051,10557.644680472797
Baseline FY26,Greater China,NK-BZ-77-7858,0.8825253761717352,16404.243975733654,14464.976006199193
Baseline FY26,North America,NK-BZ-77-8722,0.8538817552767453,7239.855556640855,9356.546019339206
Baseline FY26,EMEA,NK-ZP-40-6643,0.9508659474117646,6697.235588994762,13693.744115320973
Baseline FY26,EMEA,NK-AM-270-5819,0.9050639606893269,14632.456947340064,19704.519353886677
Baseline FY26,North America,NK-RA-RM-8463,0.959023783258036,544.4635298565311,8429.667864563631
Baseline FY26,EMEA,NK-RA-RM-1940,0.9230454829456115,9488.084067406708,11942.35286912682
Baseline FY26,EMEA,NK-AP-YLL-9150,0.8917097136187311,16131.761501777786,16712.158645516807
Baseline FY26,APLA,NK-AP-PDF-8204,0.9050257612227065,2366.247985878942,13912.091499404483
Baseline FY26,APLA,NK-AM-PLS-4975,0.8719087939070714,11781.612260744318,19527.059113594485
Baseline FY26,North America,NK-VF-3-1761,0.9234346505996553,19536.552794567193,15256.072108373428
Baseline FY26,APLA,NK-RA-RM-5588,0.8644643503121158,9860.193957196712,5649.3973860929145
Baseline FY26,APLA,NK-RA-RW-1984,0.9570506616356387,12378.599497981051,3977.5455153369076
Baseline FY26,EMEA,NK-BK-L21-8558,0.924458848633271,10071.359777642296,17918.14997009092
Baseline FY26,EMEA,NK-RA-RW-8746,0.9535580195548502,12636.588747144753,8142.684061913316
Baseline FY26,North America,NK-AP-ECT-8470,0.9015303263654801,6305.209844161628,2991.172402694682
Baseline FY26,EMEA,NK-AM-PLS-2059,0.9780994658415049,12306.14629262761,9670.50205631752
Baseline FY26,North America,NK-AP-IC-6486,0.9321414629208238,15494.215205900182,5879.038180437048
Baseline FY26,EMEA,NK-AP-IC-5979,0.9685322772983643,9130.613449223343,666.1689755112981
Baseline FY26,EMEA,NK-AP-YLL-3315,0.8678376653073592,7473.751544224634,3550.271735005365
Baseline FY26,Greater China,NK-RA-RW-2925,0.9640826622978561,748.3714230983321,4813.2665910519845
Baseline FY26,APLA,NK-AP-TJ-5491,0.8933948723394803,8114.01803933491,677.3863324971395
Baseline FY26,Greater China,NK-AP-ACG-5543,0.9394301905838285,3206.6694646278197,968.5958554901517
Baseline FY26,North America,NK-AP-ACG-6892,0.8794840228183667,7750.64434092806,1114.8052545405085
Baseline FY26,APLA,NK-BK-KD16-7280,0.9446894610205061,14050.177191124218,19471.46753359874
Baseline FY26,North America,NK-VF-3-9020,0.9775390609828885,2766.991295464743,12152.619104415084
Baseline FY26,Greater China,NK-RA-RM-4800,0.8543489054087745,13310.05536080865,5015.212291040846
Baseline FY26,APLA,NK-AP-SFJ-1937,0.9144196380117302,13484.354446198022,1380.610151135893
Baseline FY26,EMEA,NK-VF-3-8154,0.9318203895131827,14705.264314136677,6439.640625054588
Baseline FY26,APLA,NK-RT-3-6504,0.9498576451981767,1293.506887106009,2670.26778545249
Baseline FY26,EMEA,NK-AP-PDF-8244,0.9510293061722002,3284.5930507884113,7770.853574091384
Baseline FY26,APLA,NK-RT-3-3109,0.8862985043179811,3335.4936890731183,8232.660076609498
Baseline FY26,North America,NK-AP-PDF-8088,0.9652837414894359,19781.97349957441,3860.9437189686455
Baseline FY26,North America,NK-AM-90-4283,0.9064508014526508,5487.376828176785,706.666484986933
Baseline FY26,Greater China,NK-RA-RM-5723,0.9016764230672443,15930.429911775625,19685.86238569434
Baseline FY26,EMEA,NK-BK-KD16-7674,0.8588422935401375,5013.154941642589,10809.244951797962
Baseline FY26,Greater China,NK-RT-3-4680,0.973467472836503,13056.164589924647,17420.0982957692
Baseline FY26,North America,NK-AP-ECT-2612,0.9446831757413021,1262.1370510246516,18503.472480053973
Baseline FY26,Greater China,NK-BK-KD16-7674,0.9713291986194824,10274.542112366413,12408.68748735046
Baseline FY26,North America,NK-AP-TJ-8866,0.8882259923591298,15067.369111649232,1287.3532011327588
Baseline FY26,North America,NK-AP-YLL-7230,0.8973203915183335,2699.238895336708,3483.026010067048
Baseline FY26,APLA,NK-MT-9-1256,0.9486331226431802,3018.8744151952433,14025.159345861563
Baseline FY26,Greater China,NK-SB-DLP-2952,0.9003789896015882,10248.331636635683,9963.71387840375
Baseline FY26,Greater China,NK-AP-TJ-9642,0.9743223588317459,10360.170131851266,6452.760492341462
Baseline FY26,APLA,NK-AP-YLL-9402,0.9561965972390678,15155.624907520638,6079.176459716519
Baseline FY26,North America,NK-AP-PDF-8902,0.8992725423128098,7628.484886812436,16711.829386185447
Baseline FY26,North America,NK-RA-RM-8613,0.9207177715310002,16488.32503943189,15060.9737372644
Baseline FY26,EMEA,NK-IV-3-8498,0.9709370257978421,14001.881435975825,12594.318191350912
Baseline FY26,APLA,NK-MT-9-9002,0.9169569543198296,16845.739518732036,17026.504192673747
Baseline FY26,Greater China,NK-RT-3-4365,0.8979701613677482,15515.701870541716,858.0102026988608
Baseline FY26,EMEA,NK-AP-YLL-4340,0.9093056035960065,16721.599404969926,12436.186959809791
Baseline FY26,Greater China,NK-MT-9-7171,0.8990000360850369,13157.955728330824,7841.326482847839
Baseline FY26,North America,NK-BK-JA1-6996,0.8582725064689345,7671.377838871266,5692.380775274953
Baseline FY26,North America,NK-VF-3-5838,0.9704983961316845,9740.861934627148,11025.32538133067
Baseline FY26,North America,NK-ZP-40-6643,0.8844120799274069,4077.104082741052,18741.47743587322
Baseline FY26,Greater China,NK-VF-3-3424,0.8890037341927752,8742.504377851217,12336.114860191596
Baseline FY26,EMEA,NK-VF-3-9528,0.854270513649958,10198.025297236205,10899.010901871197
Baseline FY26,APLA,NK-AP-TJ-6649,0.9417378123514546,6067.454572756074,4466.230697638632
Baseline FY26,APLA,NK-AP-YLL-3700,0.8504765948648236,3154.126168449634,9889.87474171889
Baseline FY26,EMEA,NK-AP-YLL-6002,0.8676561011516178,18799.16217805808,1422.7277081541138
Baseline FY26,EMEA,NK-BZ-77-2218,0.9367075647124429,2578.7112219365717,16730.881348255298
Baseline FY26,EMEA,NK-BK-KD16-4343,0.8859239770793491,1315.6771001072457,7003.0604673659445
Baseline FY26,Greater China,NK-ZP-40-5903,0.9035745449110942,17904.897153177677,9834.799075022345
Baseline FY26,Greater China,NK-BK-KD16-2340,0.9534332318461111,10805.208576688558,16523.98461686229
Baseline FY26,Greater China,NK-AP-PDF-4621,0.9648089277064991,6504.676658676147,15740.626024671445
Baseline FY26,Greater China,NK-AP-SFJ-2897,0.9776228204508366,17063.080298144392,3849.1831446110405
Baseline FY26,APLA,NK-SB-DLP-9147,0.9504221971846754,3548.102995186045,12462.754804662796
Baseline FY26,APLA,NK-AM-270-1595,0.9396798150901866,7810.079268486028,19287.45571152256
Baseline FY26,EMEA,NK-AP-TJ-1482,0.9630623851045584,19883.2175187275,2945.9524738832633
Baseline FY26,APLA,NK-AM-270-6364,0.8895336453392264,11231.514112048104,5261.376707328475
Baseline FY26,North America,NK-BK-L21-6072,0.8576863004121476,4925.825091946716,8724.365216652466
Baseline FY26,EMEA,NK-BZ-77-3083,0.8713313741582525,19147.37462881375,12662.122281058239
Baseline FY26,North America,NK-AP-IC-4087,0.9767269254946144,13595.932428952692,11891.173203240365
Baseline FY26,EMEA,NK-VF-3-4549,0.8696273414514779,1173.2570707722296,12755.72713463814
Baseline FY26,Greater China,NK-RA-RW-8746,0.9634541134035336,10782.219549114567,18455.15921393669
Baseline FY26,APLA,NK-JD-SL3-9847,0.975782583560634,14131.293320674155,5109.604629750961
Baseline FY26,North America,NK-MT-9-2659,0.9666419329405292,17990.793589153865,18864.499427116145
Baseline FY26,EMEA,NK-BK-L21-9219,0.8577569011875448,10740.003849189694,7639.208100199344
Baseline FY26,APLA,NK-AP-PDF-7826,0.926033022223178,9650.725365680652,17120.492143709595
Baseline FY26,Greater China,NK-AP-YLL-8116,0.8708614740645421,17412.793133349656,10717.243920630017
Baseline FY26,Greater China,NK-AP-TJ-3991,0.96173683067668,14059.629970242795,19806.119955879716
Baseline FY26,APLA,NK-AP-TJ-3991,0.9401206629918663,3772.275306283649,615.3711683909647
Baseline FY26,EMEA,NK-AP-SFJ-9204,0.855454843619948,15365.606026370282,564.9539476521097
Baseline FY26,EMEA,NK-AP-IC-8766,0.8686933951654202,15249.991742323245,19678.36331749777
Baseline FY26,North America,NK-AP-TJ-9641,0.8634829796489968,3680.351719328442,17506.628510983523
Baseline FY26,APLA,NK-RT-3-5686,0.8749040008248042,19056.9982014877,11025.361810169044
Baseline FY26,Greater China,NK-AP-ECT-2905,0.9692623298567102,5115.222875754525,12107.695348357633
Baseline FY26,North America,NK-AM-270-5783,0.9712917181055032,17262.425924398733,16512.198472834018
Baseline FY26,APLA,NK-RA-RM-2217,0.86563125316507,5500.430756515239,10089.047727069243
Baseline FY26,APLA,NK-VF-3-9127,0.9242290374161113,3631.6141127461906,12687.137165057917
Baseline FY26,North America,NK-AM-90-8307,0.9403493630381136,13227.753087598725,16786.066036307784
Baseline FY26,North America,NK-RT-3-8516,0.9222971594018088,15635.86301591104,14677.470692873383
Baseline FY26,Greater China,NK-AP-IC-7109,0.8504522555206632,12208.966920826255,502.89767209348577
Baseline FY26,Greater China,NK-AM-PLS-9659,0.966914117618974,16983.821994255588,12150.291967599254
Baseline FY26,North America,NK-AM-PLS-4551,0.8615006068246279,4428.213917249324,10380.212768188941
Baseline FY26,North America,NK-AP-YLL-9041,0.9142163193400173,2367.1158545582202,16082.913619521858
Baseline FY26,EMEA,NK-BK-JA1-1876,0.9081778768901307,15873.043024070197,7670.740797705845
Baseline FY26,APLA,NK-BZ-77-6163,0.9659159650674806,13579.715936121404,13521.993777840742
Baseline FY26,North America,NK-AP-SFJ-6481,0.9406944628861443,4163.112084559887,18681.424940415058
Baseline FY26,EMEA,NK-AP-PDF-9504,0.9787190573737196,9102.288864764334,1850.877435993586
Baseline FY26,EMEA,NK-AP-PDF-1609,0.8664913336884755,11462.009437120358,3714.9887445048453
Baseline FY26,EMEA,NK-VF-3-8134,0.867060289852718,2202.5548588442334,18409.183404651754
Baseline FY26,North America,NK-BK-JA1-3475,0.8740592668166784,9228.314302846473,15944.510151899296
Baseline FY26,North America,NK-AP-IC-9956,0.9398977780046825,19867.734012419147,3307.8363129670606
Baseline FY26,APLA,NK-RA-RW-5340,0.9280908646845145,1604.1182346957266,1492.616148640225
Baseline FY26,APLA,NK-BZ-77-9993,0.9435545362460267,12028.478885597653,13761.054520341888
Baseline FY26,EMEA,NK-IV-3-8647,0.9363805844096805,4764.811739817041,13855.418604585086
Baseline FY26,North America,NK-SB-DLP-5033,0.9557679243721683,4066.876309322141,3824.098422812931
Baseline FY26,Greater China,NK-AP-ECT-8532,0.9443363380376729,18339.209690798714,12701.235356095844
Baseline FY26,EMEA,NK-RA-RM-5926,0.8655089702266936,18574.795661612054,8358.647078871003
Baseline FY26,APLA,NK-AP-TJ-9786,0.9792781632667775,19842.728520897406,9151.698248794191
Baseline FY26,EMEA,NK-AM-90-7963,0.9517690302106545,18092.693478538687,12589.722850995782
Baseline FY26,APLA,NK-BK-L21-4851,0.9060786193777074,15178.161722718958,16409.3692421035
Baseline FY26,EMEA,NK-BK-KD16-4924,0.8858910153077607,7423.526809542594,2705.06943481195
Baseline FY26,APLA,NK-BK-L21-8743,0.9452760663600257,7674.681068858064,13100.350715667517
Baseline FY26,EMEA,NK-RA-RM-9437,0.9556753526588386,4924.4116926070365,9678.576741338067
Baseline FY26,North America,NK-BZ-77-8516,0.9209860978802868,13148.690684020301,1487.3564994489768
Baseline FY26,Greater China,NK-BK-JA1-2939,0.9586017657592463,9112.739666719794,2857.1447471209262
Baseline FY26,APLA,NK-MT-9-9498,0.9097383446492698,14655.949977055825,3268.966054884735
Baseline FY26,North America,NK-RT-3-6504,0.9669546595096481,11263.039106198656,17801.411419918968
Baseline FY26,North America,NK-BK-JA1-9522,0.8899370402309719,16811.50296220262,16471.66312698488
Baseline FY26,North America,NK-RA-RW-6907,0.9525260650567637,8649.140813346536,19164.097808346032
Baseline FY26,APLA,NK-AP-ACG-1161,0.8884458787947386,1812.3543515500305,5720.7656794402965
Baseline FY26,EMEA,NK-BK-KD16-7280,0.9564028475927434,9790.314942945146,8288.967995664727
Baseline FY26,North America,NK-AM-270-8901,0.9228151949946775,19352.54139839821,14957.20878852454
Baseline FY26,APLA,NK-AM-PLS-8734,0.9040338398474232,11488.732699473885,14493.748868979428
Baseline FY26,North America,NK-BK-KD16-9700,0.9415237673409732,13549.296489020455,7446.804024506749
Baseline FY26,Greater China,NK-SB-DLP-1995,0.976323906743372,17405.529506883402,17137.907937959233
Baseline FY26,North America,NK-RT-3-8291,0.86562370750601,2682.442935289089,12226.174636770898
Baseline FY26,EMEA,NK-SB-DLP-5268,0.9550708973303004,17779.37409435686,18835.32006701349
Baseline FY26,Greater China,NK-BK-L21-4433,0.9277689377154494,527.0819985846523,14142.299742320814
Baseline FY26,Greater China,NK-AP-ACG-9375,0.9673701333725119,9677.443412568995,7320.324134183176
Baseline FY26,North America,NK-AP-ECT-9027,0.9798083339750706,14871.351661829136,14887.189745484982
Baseline FY26,EMEA,NK-RA-RW-7298,0.9159513019247305,4316.687619065624,7367.189794974917
Baseline FY26,APLA,NK-BZ-77-3785,0.8622842157105971,19086.75527206528,2237.9446617391545
Baseline FY26,Greater China,NK-AP-ECT-4446,0.9305412208508513,3139.3722809420833,8403.82192499312
Baseline FY26,EMEA,NK-AP-ECT-2690,0.8705475709298437,2297.4368653637007,19038.401579695383
Baseline FY26,North America,NK-MT-9-7171,0.9452417480651991,18864.892092044942,14772.660453807139
Baseline FY26,EMEA,NK-AP-YLL-5951,0.9281530538336628,12385.973014359093,3758.1540888680765
Baseline FY26,APLA,NK-IV-3-7797,0.8864882089083226,17150.777235186666,17617.334288789025
Baseline FY26,APLA,NK-AP-PDF-8706,0.9482191208936066,6752.8657604582495,2301.0039414895373
Baseline FY26,North America,NK-RA-RM-2907,0.8725239904687445,8777.586127009232,6641.443794418295
Baseline FY26,North America,NK-AM-PLS-4938,0.9502044088446281,18653.33972295015,1558.7013941210107
Baseline FY26,APLA,NK-RT-3-9042,0.9126531450783103,17780.669969087805,14172.94604871944
Baseline FY26,EMEA,NK-AP-SFJ-6656,0.9466108027591454,15673.93165645657,12837.71985892849
Baseline FY26,APLA,NK-AM-90-6900,0.9263536532966578,9288.34326460898,16618.137071208344
Baseline FY26,APLA,NK-AP-PDF-6642,0.8843233419313069,16618.177543565907,5120.912662793757
Baseline FY26,EMEA,NK-AP-TJ-2165,0.8931624008547602,3046.6695019494855,4791.7434294613795
Baseline FY26,North America,NK-AP-SFJ-8632,0.9415587183317319,18338.992938888874,18071.018838527423
Baseline FY26,EMEA,NK-AP-ECT-2905,0.8970496633500343,13099.670868738136,3425.562016912831
Baseline FY26,North America,NK-AP-ECT-2703,0.8511565160269724,19955.831959058683,17857.79436363518
Baseline FY26,Greater China,NK-AP-PDF-7976,0.8603300281594747,12811.915110878923,15431.612792548565
Baseline FY26,North America,NK-AP-ACG-6667,0.8571952785452708,3369.736466714044,7516.954718038986
Baseline FY26,Greater China,NK-AP-SFJ-1008,0.8840540468934138,1656.4657883415173,2880.8985848812117
Baseline FY26,EMEA,NK-RT-3-8888,0.9429157183577755,8806.906120099597,17619.465332781318
Baseline FY26,Greater China,NK-AP-SFJ-4121,0.8690712728520398,13356.462522369997,12660.58141343115
Baseline FY26,EMEA,NK-AP-ECT-7348,0.9512867419405927,19930.268009229385,3162.1566506173813
Baseline FY26,APLA,NK-AP-TJ-1301,0.979169566085413,13470.898578820968,11671.193203071125
Baseline FY26,Greater China,NK-VF-3-7036,0.9685607075882089,15353.198893444074,18099.926093434486
Baseline FY26,Greater China,NK-AM-270-6364,0.8546739927226749,17213.727628844477,7371.829749277711
Baseline FY26,North America,NK-AP-ECT-7576,0.9030136336743382,1216.5727741896808,13042.17493949952
Baseline FY26,EMEA,NK-SB-DLP-6139,0.9727960811454103,16791.698126074865,13822.714783287
Baseline FY26,APLA,NK-AP-ECT-9121,0.8854646104405811,2041.3523417327212,17397.573941251496
Baseline FY26,Greater China,NK-CV-L-7733,0.9032983274844415,3465.1855125204906,15682.195593510569
Baseline FY26,APLA,NK-AP-SFJ-2937,0.9756288358232338,4133.488454651696,919.5341285477233
Baseline FY26,North America,NK-JD-SL3-9672,0.89119945763517,5727.7973256036885,16768.955653015808
Baseline FY26,Greater China,NK-AP-PDF-7485,0.9279073315804341,19884.30378169307,19208.421384628637
Baseline FY26,Greater China,NK-AP-YLL-5707,0.8814995113861933,9503.676501510907,15527.159537654732
Baseline FY26,EMEA,NK-AP-PDF-4501,0.9189987457393693,4544.20081517455,9140.351838729677
Baseline FY26,EMEA,NK-VF-3-1335,0.9376822170034916,10432.735773649301,10694.066103837069
Baseline FY26,APLA,NK-AP-ECT-1363,0.920924736933681,15824.660225646147,17060.165807814003
Baseline FY26,Greater China,NK-AP-TJ-1528,0.9516693494262252,9154.724021554804,19343.383166560823
Baseline FY26,Greater China,NK-AM-270-2566,0.9504906601877106,6803.064754422357,9939.499671024792
Baseline FY26,EMEA,NK-AP-YLL-4162,0.8809807804263748,9463.917609337863,6992.355468215657
Baseline FY26,North America,NK-BK-JA1-5763,0.9654018217859583,8345.813869578196,18446.42621250353
Baseline FY26,EMEA,NK-RT-3-2805,0.9752267193620495,11885.16536128959,14920.940743684034
Baseline FY26,North America,NK-AP-TJ-7543,0.918837167638663,7710.467160704929,9384.989910638327
Baseline FY26,Greater China,NK-RA-RM-7700,0.9498862319706719,3746.9290254478483,14963.189589261241
Baseline FY26,Greater China,NK-AP-ACG-6780,0.9189917712819429,9183.71010519541,18118.28862816062
Baseline FY26,Greater China,NK-IV-3-2686,0.8994367352490479,8329.178172674028,12779.61400248339
Baseline FY26,APLA,NK-AP-PDF-4195,0.9725038466891532,12257.621486653496,5129.237082229387
Baseline FY26,EMEA,NK-RA-RM-9780,0.8800025427164381,3294.072271812096,7224.340885403559
Baseline FY26,EMEA,NK-AP-YLL-4934,0.9517226235654255,11063.43454479372,9146.599660471875
Baseline FY26,Greater China,NK-AP-SFJ-4593,0.8894726490697248,18737.82670337282,11429.62171901219
Baseline FY26,Greater China,NK-AP-PDF-1131,0.8703209953463498,1229.9716175624142,11711.053874563282
Baseline FY26,APLA,NK-AM-PLS-5705,0.9346771694532595,6154.14954554069,13603.52932222795
Baseline FY26,APLA,NK-IV-3-2860,0.9060346476140075,10195.507434851912,4424.382023977836
Baseline FY26,Greater China,NK-AM-90-9034,0.957946207694104,19292.823800505023,11377.56997947634
Baseline FY26,APLA,NK-MT-9-8784,0.9471363833321524,19436.54134400737,11352.406747630423
Baseline FY26,EMEA,NK-VF-3-5598,0.9680112350573395,19196.61851499998,9604.568637484957
Baseline FY26,Greater China,NK-AP-YLL-4162,0.9517186953465702,7595.117629595896,3148.3880269274723
Baseline FY26,EMEA,NK-AP-ACG-3294,0.97549089142311,13186.972921633593,6935.711171129144
Baseline FY26,North America,NK-RA-RM-7435,0.8768298544354214,13905.775633921556,6253.571477714369
Baseline FY26,EMEA,NK-AM-PLS-2006,0.8748406056414683,19177.58627349904,739.1962971079327
Baseline FY26,APLA,NK-RA-RW-4662,0.8837552916332371,17164.45792812727,15959.416277609776
Baseline FY26,North America,NK-AP-TJ-9237,0.915359308040377,15767.886572685775,17455.037541309466
Baseline FY26,APLA,NK-RT-3-3553,0.9443420998076498,17232.480020672083,1206.5505331027682
Baseline FY26,EMEA,NK-CV-L-3118,0.877051564389949,18770.822036325437,16270.924060771673
Baseline FY26,APLA,NK-RT-3-4934,0.9591497139489343,10231.585318262516,11922.651241519616
Baseline FY26,Greater China,NK-AP-TJ-2829,0.8820048467506358,1437.5372848079091,5730.975288165054
Baseline FY26,EMEA,NK-RT-3-7264,0.9468062569447093,18931.115502693287,8990.52209877047
Baseline FY26,Greater China,NK-SB-DLP-8042,0.9699958740967652,9302.604671004845,19922.213410369975
Baseline FY26,North America,NK-JD-SL3-9785,0.8981472303553406,13693.444879275095,7277.059143014299
Baseline FY26,EMEA,NK-RA-RM-6398,0.9646719551213875,3137.271146009711,19635.940667421786
