sku,product_name,category,channel,region,lifecycle_stage,week_start_date,baseline_forecast,ai_forecast,actual_sales,forecast_accuracy,inventory_on_hand,safety_stock,on_promo
NK-AM-344,Air Max 270,Footwear,Wholesale,Greater China,Mature,2026-03-22,3909.8288457435324,4232.626543283289,3915.1662600430777,0.9189152485093397,4576.800009350855,587.2749390064616,False
NK-RA-M293,Dri-FIT Running Shirt M,Apparel,Digital,APLA,Decline,2026-03-01,2742.0868898517756,2947.565854108999,3140.4290248299203,0.9385869990386532,5612.71260682836,471.064353724488,False
NK-ZP-901,Air Zoom Pegasus 40,Footwear,Direct-to-Consumer,North America,Mature,2026-03-08,33291.21230865135,30119.199126723557,37783.3986372006,0.7971543114988322,74959.32415296137,5667.509795580089,False
NK-IV-841,Invincible 3,Footwear,Direct-to-Consumer,North America,Mature,2026-03-15,17585.563396682417,19096.56933980262,16918.213891265084,0.871241996197824,15607.753469076299,2537.7320836897625,False
NK-SB-299,SB Dunk Low Pro,Footwear,Direct-to-Consumer,APLA,Decline,2026-03-22,7220.5640399480635,6825.390356880031,7355.6603694496525,0.9279099379340571,8466.494613713747,1103.3490554174477,False
NK-ZP-889,Air Zoom Pegasus 40,Footwear,Direct-to-Consumer,Greater China,Growth,2026-03-01,23492.130126219246,25195.655183447936,19997.784763437652,0.7400776895292096,12775.371557704848,2999.6677145156477,False
NK-ZP-901,Air Zoom Pegasus 40,Footwear,Digital,North America,New Launch,2026-03-08,40515.592781824766,44475.98823414438,36172.660809306624,0.7704529542736472,71837.70730411528,5425.8991213959935,False
NK-EC-173,Element Crew Top,Apparel,Direct-to-Consumer,EMEA,New Launch,2026-03-15,7612.8776205258755,6937.7015291530215,8690.013652950931,0.7983533520453258,14622.824738642417,1303.5020479426396,False
NK-RA-M369,Dri-FIT Running Shirt M,Apparel,Direct-to-Consumer,EMEA,Growth,2026-03-22,12390.961469493575,12512.910405674256,12453.1597390365,0.9952019673809807,8506.212952928654,1867.973960855475,False
NK-IC-419,Sportswear Icon Clash,Apparel,Direct-to-Consumer,Greater China,Growth,2026-03-01,40110.211356908214,41911.07679328315,34229.89714605136,0.7756002708843117,31989.42510819418,5134.484571907703,False
NK-IC-626,Sportswear Icon Clash,Apparel,Direct-to-Consumer,EMEA,Growth,2026-03-08,47981.738052024135,49006.83641272849,47696.78099692123,0.9725336723270315,55180.21174063158,7154.517149538185,False
NK-RA-W974,Dri-FIT Running Shirt W,Apparel,Wholesale,EMEA,Growth,2026-03-15,18121.996294149245,19108.31747102387,16820.052560266606,0.863956137915838,14619.35760691852,2523.0078840399906,False
NK-RA-M252,Dri-FIT Running Shirt M,Apparel,Digital,APLA,Growth,2026-03-22,40609.88787738834,37644.66437708948,40145.15967072523,0.9377136542949368,41396.48213692124,6021.773950608785,False
NK-RA-W584,Dri-FIT Running Shirt W,Apparel,Direct-to-Consumer,EMEA,Growth,2026-03-01,9262.098115738534,9502.958461675073,9889.625502905976,0.9609017509189519,19222.385334843508,1483.4438254358963,False
NK-JD-531,Jordan Stay Loyal 3,Footwear,Wholesale,North America,Decline,2026-03-08,43809.0087297244,47591.33916881169,39749.78602542507,0.8027271608865783,76111.10975969795,5962.46790381376,False
NK-RA-M637,Dri-FIT Running Shirt M,Apparel,Digital,EMEA,Mature,2026-03-15,41645.63225131687,38484.39805403787,36318.17942729798,0.9403544268765939,57678.10092146515,5447.726914094697,False
NK-AC-581,ACG Mountain Fly,Apparel,Direct-to-Consumer,North America,New Launch,2026-03-22,45399.03993774846,46959.05168181435,42727.79746829764,0.9009718622483143,32261.46631826192,6409.1696202446465,True
NK-AC-504,ACG Mountain Fly,Apparel,Wholesale,APLA,Growth,2026-03-01,17642.558869378925,17313.094532190684,15060.142180847475,0.8504029826352921,20837.259681829964,2259.0213271271214,False
NK-CV-815,Court Vision Low,Footwear,Direct-to-Consumer,EMEA,Mature,2026-03-08,26541.085254065274,27762.2658030573,23537.73234893784,0.8205207965027227,18827.784593470456,3530.659852340676,True
NK-AC-866,ACG Mountain Fly,Apparel,Wholesale,North America,Growth,2026-03-15,6830.792159529913,6156.32874703467,6302.630497702545,0.9767871921539419,5869.499945785071,945.3945746553817,False
NK-AC-870,ACG Mountain Fly,Apparel,Digital,EMEA,Decline,2026-03-22,28628.88045903395,28399.25575981804,32441.706485081606,0.8753934005560867,25523.012680014985,4866.255972762241,False
NK-ZP-428,Air Zoom Pegasus 40,Footwear,Direct-to-Consumer,EMEA,New Launch,2026-03-01,36681.98976983645,36787.2251517766,38848.14447875895,0.9469493497145223,74155.97552166726,5827.2216718138425,False
NK-AM-807,Air Max 270,Footwear,Wholesale,APLA,Growth,2026-03-08,34059.410986022696,32820.45922921665,33080.982102756054,0.992124693495188,39117.27605156199,4962.147315413408,False
NK-RA-M134,Dri-FIT Running Shirt M,Apparel,Digital,North America,Growth,2026-03-15,45590.55051676357,41869.95429071614,49924.02350121784,0.8386734752998177,59117.58910366973,7488.603525182675,False
NK-AC-552,ACG Mountain Fly,Apparel,Wholesale,Greater China,Growth,2026-03-22,17716.48827301742,17030.52761584975,16727.907362503192,0.9819092581762556,29453.851882540683,2509.186104375479,False
NK-BZ-461,Blazer Mid '77,Footwear,Wholesale,EMEA,Decline,2026-03-01,8820.553769044567,9664.915507256397,9357.380572018701,0.9671345059794495,15762.59559369593,1403.6070858028052,False
NK-AC-239,ACG Mountain Fly,Apparel,Digital,Greater China,Decline,2026-03-08,13724.256873414688,13700.964811105428,11920.142100625992,0.8506039025838529,22966.107560467965,1788.0213150938987,False
NK-AP-TJ774,Tech Fleece Joggers M,Apparel,Digital,APLA,New Launch,2026-03-15,32011.98147502203,34756.315373396974,35297.665098184334,0.984663299306582,40288.859506907145,5294.64976472765,False
NK-RT-150,React Phantom Run 3,Footwear,Wholesale,APLA,Growth,2026-03-22,41193.16435402421,37465.8550874379,40986.81379914445,0.9140953300502698,43186.54637120496,6148.022069871668,True
NK-CV-718,Court Vision Low,Footwear,Digital,Greater China,Decline,2026-03-01,28071.131907120627,28609.06200608366,28531.807903966524,0.9972923516667027,31553.50172628997,4279.771185594978,False
NK-IC-506,Sportswear Icon Clash,Apparel,Digital,EMEA,New Launch,2026-03-08,20386.127981940215,22174.02164446728,17474.456871185655,0.7310608960309989,14547.18121559714,2621.168530677848,False
NK-RA-M405,Dri-FIT Running Shirt M,Apparel,Wholesale,APLA,New Launch,2026-03-15,13897.481883247068,12890.607744776513,15624.244040826541,0.8250388121878429,19136.53045388215,2343.636606123981,True
NK-RA-W545,Dri-FIT Running Shirt W,Apparel,Digital,North America,Growth,2026-03-22,48771.243408800605,48618.90517417567,46447.5901462083,0.953252364199467,53291.84203660019,6967.138521931244,False
NK-BK-501,LeBron XXI,Footwear,Digital,Greater China,Growth,2026-03-01,30237.458134658933,30980.97712734958,31357.238190498556,0.9880008226214582,50239.58636317045,4703.585728574783,False
NK-IV-482,Invincible 3,Footwear,Direct-to-Consumer,APLA,New Launch,2026-03-08,5231.050402624097,5337.616667428147,5622.402518512093,0.9493480144571166,6004.184198985383,843.3603777768138,True
NK-SB-741,SB Dunk Low Pro,Footwear,Direct-to-Consumer,North America,New Launch,2026-03-15,38937.93556674103,41456.78049785758,41822.70424586417,0.991250595708603,74079.2037652774,6273.4056368796255,False
NK-SB-390,SB Dunk Low Pro,Footwear,Wholesale,APLA,Growth,2026-03-22,40655.44093336123,37427.65247723691,36096.37444377086,0.9631187881336989,65140.22986127858,5414.456166565628,False
NK-EC-821,Element Crew Top,Apparel,Wholesale,North America,Mature,2026-03-01,31936.744058389773,33763.739353216115,32450.159199213434,0.9595200705815174,33536.803577293846,4867.523879882015,False
NK-SB-299,SB Dunk Low Pro,Footwear,Direct-to-Consumer,Greater China,Decline,2026-03-08,45142.6781109994,43967.60603148965,40584.59819744554,0.9166430620407856,55442.48513525126,6087.689729616831,False
NK-AC-153,ACG Mountain Fly,Apparel,Wholesale,North America,Mature,2026-03-15,17247.68809375599,15957.077263872181,16889.377563741982,0.9447996057669255,19884.01915632533,2533.4066345612973,True
NK-JD-750,Jordan Stay Loyal 3,Footwear,Digital,EMEA,Growth,2026-03-22,33468.616959576786,35257.40279701821,31325.506073130728,0.8744825793170492,59327.00764142982,4698.825910969609,False
NK-EC-817,Element Crew Top,Apparel,Direct-to-Consumer,North America,New Launch,2026-03-01,47308.68438216028,48759.005292931004,43582.57089398659,0.8812269608524024,41220.427427447816,6537.385634097988,False
NK-AC-298,ACG Mountain Fly,Apparel,Direct-to-Consumer,APLA,Mature,2026-03-08,12758.735619076719,12590.58815707591,10893.374969445998,0.8441976713011077,13329.117812767543,1634.0062454168997,True
NK-RT-919,React Phantom Run 3,Footwear,Direct-to-Consumer,North America,Decline,2026-03-15,9607.614959160608,8839.526202384379,9092.846807377193,0.9721406716335207,6128.352490823483,1363.9270211065789,False
NK-VF-466,Vaporfly 3,Footwear,Digital,APLA,New Launch,2026-03-22,21126.63019224906,21173.510328078177,19935.035188933154,0.9378744442933035,22456.893626044835,2990.255278339973,False
NK-SB-319,SB Dunk Low Pro,Footwear,Direct-to-Consumer,EMEA,Mature,2026-03-01,47638.4465425681,50081.34261584313,43858.88886637688,0.8581255952830007,75177.55116250122,6578.833329956532,False
NK-AC-897,ACG Mountain Fly,Apparel,Direct-to-Consumer,Greater China,Decline,2026-03-08,48922.993201274425,48029.68993505853,47189.8886313163,0.9822037871226312,41111.76849511928,7078.483294697445,False
NK-ZP-808,Air Zoom Pegasus 40,Footwear,Wholesale,APLA,Decline,2026-03-15,39849.516469861504,36679.59173433437,45566.05349655054,0.8049762689479154,72975.55379893357,6834.908024482581,False
NK-VF-272,Vaporfly 3,Footwear,Wholesale,APLA,New Launch,2026-03-22,9898.465357280604,10820.29680196885,9894.174709737044,0.9063972368185098,8309.378961774071,1484.1262064605567,False
NK-BK-767,LeBron XXI,Footwear,Wholesale,Greater China,New Launch,2026-03-01,43863.47320713067,45002.19748809043,38462.29082429693,0.8299657528546845,25483.272100335693,5769.343623644539,True
NK-MT-655,Metcon 9 Amp,Footwear,Wholesale,North America,Decline,2026-03-08,8704.064016780241,9174.529924583538,8710.206899269078,0.9466920785367999,16381.713996719585,1306.5310348903618,True
NK-RT-386,React Phantom Run 3,Footwear,Wholesale,North America,Decline,2026-03-15,11915.610571536437,11715.682010011957,10271.273055554235,0.8593739114279849,13258.289633138715,1540.690958333135,False
NK-AP-TJ100,Tech Fleece Joggers M,Apparel,Direct-to-Consumer,North America,Growth,2026-03-22,27782.310829151327,26420.72021739048,30572.58473530586,0.86419648342259,28898.841967910772,4585.887710295879,False
NK-AP-TJ832,Tech Fleece Joggers M,Apparel,Digital,Greater China,Mature,2026-03-01,23898.127286817733,23494.70854087888,22006.871165932844,0.9323921440841056,23459.541430546444,3301.0306748899266,True
NK-JD-435,Jordan Stay Loyal 3,Footwear,Digital,APLA,Growth,2026-03-08,22981.79700602612,23374.682583479243,25927.417527762937,0.901543030980612,42332.77426294838,3889.1126291644405,False
NK-BZ-743,Blazer Mid '77,Footwear,Digital,EMEA,New Launch,2026-03-15,31521.949363835836,29639.823943024978,28545.525443513867,0.9616647974591843,33944.81177634222,4281.82881652708,False
NK-EC-792,Element Crew Top,Apparel,Digital,APLA,New Launch,2026-03-22,6101.976293382777,5645.144230400673,5404.429778803506,0.9554597873505059,5308.87978270045,810.664466820526,False
NK-AP-TJ264,Tech Fleece Joggers M,Apparel,Direct-to-Consumer,EMEA,New Launch,2026-03-01,35109.37621048891,35305.72813092924,36655.538799685455,0.9631758060866971,63451.20173507091,5498.330819952818,False
NK-AC-309,ACG Mountain Fly,Apparel,Wholesale,North America,New Launch,2026-03-08,46234.68008982919,49176.15687141574,43851.6470755226,0.8785790237998788,80726.90628275594,6577.7470613283895,False
NK-AP-TJ727,Tech Fleece Joggers M,Apparel,Wholesale,Greater China,Mature,2026-03-15,14765.327561733844,15101.020422508245,16140.45820546258,0.9356004786405291,11772.975425444112,2421.068730819387,True
NK-RA-W543,Dri-FIT Running Shirt W,Apparel,Direct-to-Consumer,EMEA,Mature,2026-03-22,46017.795167741635,50171.22570966299,52082.770674294305,0.9632979401847612,34208.90209377283,7812.4156011441455,False
NK-SB-657,SB Dunk Low Pro,Footwear,Digital,Greater China,New Launch,2026-03-01,48429.27080099506,47932.56825294938,50294.63059664317,0.9530354967185813,77862.52858954415,7544.194589496475,True
NK-EC-182,Element Crew Top,Apparel,Direct-to-Consumer,EMEA,New Launch,2026-03-08,14528.131450851059,13528.620904417092,16634.035492950847,0.8133096090933698,12812.787891186961,2495.105323942627,True
NK-RA-M602,Dri-FIT Running Shirt M,Apparel,Digital,North America,Mature,2026-03-15,45661.37691681377,45520.21835955941,39440.77018202564,0.84585878649235,28555.447262531805,5916.115527303846,False
NK-RA-W539,Dri-FIT Running Shirt W,Apparel,Wholesale,Greater China,New Launch,2026-03-22,31343.906298509424,33356.48679682434,26747.064208242125,0.7528916617867347,28045.370881442082,4012.0596312363186,True
NK-RT-521,React Phantom Run 3,Footwear,Wholesale,Greater China,Mature,2026-03-01,20400.463857351882,18870.179170369924,18826.37443202961,0.9976732249484113,18804.167851302896,2823.9561648044414,True
NK-RA-M999,Dri-FIT Running Shirt M,Apparel,Direct-to-Consumer,EMEA,New Launch,2026-03-08,40168.98779528133,39261.753443573994,34744.8312385406,0.8699972904164517,42606.858803639174,5211.724685781091,True
NK-SB-867,SB Dunk Low Pro,Footwear,Digital,APLA,Mature,2026-03-15,47860.47775762003,44491.15526319189,53812.83520306122,0.8267759001231911,42917.59122758708,8071.925280459183,False
NK-VF-468,Vaporfly 3,Footwear,Wholesale,EMEA,Decline,2026-03-22,12775.496537900033,11668.809394589573,14652.043962159725,0.796394648059026,21776.439212527264,2197.8065943239585,True
NK-RA-M619,Dri-FIT Running Shirt M,Apparel,Direct-to-Consumer,North America,New Launch,2026-03-01,4662.388897478525,4765.99811779106,4663.398582528703,0.9779989779027801,7798.835457370143,699.5097873793054,False
NK-RA-W964,Dri-FIT Running Shirt W,Apparel,Direct-to-Consumer,North America,Growth,2026-03-08,8279.16399910432,7496.174910177406,8274.941091497283,0.9058886132591228,14839.666276330438,1241.2411637245925,False
NK-AP-TJ832,Tech Fleece Joggers M,Apparel,Wholesale,EMEA,New Launch,2026-03-15,2299.3919855914455,2328.4351024383573,2241.6101452718544,0.9612667004788323,2137.755206978178,336.24152179077817,False
NK-RA-M364,Dri-FIT Running Shirt M,Apparel,Wholesale,Greater China,Decline,2026-03-22,16331.958726634624,15293.666733418244,15031.631079338405,0.9825677165241224,12317.593333965608,2254.7446619007605,False
NK-IV-240,Invincible 3,Footwear,Direct-to-Consumer,EMEA,Decline,2026-03-01,37697.42840624804,36297.88448513231,35352.502491607534,0.9732584137785096,40629.66139515239,5302.87537374113,False
NK-RT-471,React Phantom Run 3,Footwear,Wholesale,EMEA,Mature,2026-03-08,11042.03690413761,11052.744873101796,11956.037718565023,0.9244488126646992,6071.051722609932,1793.4056577847534,False
NK-EC-899,Element Crew Top,Apparel,Digital,Greater China,New Launch,2026-03-15,11354.31782868225,11766.748541273333,10047.952513351767,0.8289406696899073,7032.951609454819,1507.192877002765,False
NK-ZP-858,Air Zoom Pegasus 40,Footwear,Wholesale,North America,Decline,2026-03-22,41887.534867772636,38215.13224873651,40269.72128892918,0.948979308164283,58886.770422696165,6040.4581933393765,False
NK-IV-682,Invincible 3,Footwear,Wholesale,EMEA,Mature,2026-03-01,7984.7148533088475,7924.504614075375,9147.528875205822,0.8663000382053532,7862.181633324522,1372.1293312808732,False
NK-RA-W532,Dri-FIT Running Shirt W,Apparel,Digital,EMEA,Decline,2026-03-08,44928.52828733609,48577.03649686722,48633.04323665468,0.9988483809348528,54227.212822300135,7294.956485498202,False
NK-EC-244,Element Crew Top,Apparel,Direct-to-Consumer,APLA,Decline,2026-03-15,19701.200092896175,19551.775970771865,17652.864736102474,0.8924304206112301,33439.455040194465,2647.929710415371,False
NK-AC-587,ACG Mountain Fly,Apparel,Digital,Greater China,New Launch,2026-03-22,11810.177802472956,11727.118717399619,12142.064831232437,0.9658257372530681,14473.84743391687,1821.3097246848656,False
NK-EC-616,Element Crew Top,Apparel,Digital,EMEA,New Launch,2026-03-01,5642.293497481196,5451.749830916682,4867.370762255308,0.8799394791962385,9351.2139606715,730.1056143382963,True
NK-RA-M894,Dri-FIT Running Shirt M,Apparel,Direct-to-Consumer,EMEA,Growth,2026-03-08,44814.310506148795,45492.675448748225,41094.2207300082,0.892966586527138,69137.90933419697,6164.13310950123,False
NK-CV-558,Court Vision Low,Footwear,Direct-to-Consumer,Greater China,Mature,2026-03-15,40198.179848586784,43934.43062968472,43604.303316306694,0.9924290198840404,67114.23331708982,6540.645497446004,False
NK-CV-149,Court Vision Low,Footwear,Digital,APLA,Mature,2026-03-22,35950.71111600559,35082.64852418684,34879.64108035799,0.9941797725681538,48925.747452813055,5231.946162053699,False
NK-CV-448,Court Vision Low,Footwear,Wholesale,North America,Growth,2026-03-01,38972.372682232366,40426.871634894946,34096.175425986185,0.8143282602868162,66041.6907726416,5114.426313897928,False
NK-AP-TJ428,Tech Fleece Joggers M,Apparel,Wholesale,North America,Growth,2026-03-08,15366.493529732232,15187.945009174338,15483.440833732158,0.9809153645025688,14046.985491983309,2322.5161250598235,True
NK-ZP-297,Air Zoom Pegasus 40,Footwear,Direct-to-Consumer,Greater China,Mature,2026-03-15,5917.413934356683,5346.2446205323495,6071.832323824795,0.8804993839429051,10029.380075482553,910.7748485737192,False
NK-RA-W422,Dri-FIT Running Shirt W,Apparel,Direct-to-Consumer,North America,New Launch,2026-03-22,2605.8180617185044,2756.846139157901,2263.9819864081874,0.7823020873361084,1793.9274168636655,339.5972979612281,False
NK-ZP-350,Air Zoom Pegasus 40,Footwear,Wholesale,Greater China,New Launch,2026-03-01,22142.10717873526,21278.21408671012,25462.953413388957,0.8356538120798503,27735.486542635826,3819.4430120083434,False
NK-SB-898,SB Dunk Low Pro,Footwear,Direct-to-Consumer,EMEA,New Launch,2026-03-08,4266.106660591835,4175.925978221374,4368.317153642028,0.9559575990813189,3307.9097427995457,655.2475730463042,False
NK-EC-670,Element Crew Top,Apparel,Direct-to-Consumer,APLA,Decline,2026-03-15,8901.068280043648,9149.422692675833,8276.724727276433,0.8945599866909464,15821.716104860436,1241.5087090914649,False
NK-RA-M849,Dri-FIT Running Shirt M,Apparel,Wholesale,North America,Growth,2026-03-22,30007.19087293192,27680.46486206697,25518.614541693685,0.915283397660906,19692.59018653596,3827.7921812540526,False
NK-RT-771,React Phantom Run 3,Footwear,Direct-to-Consumer,Greater China,Decline,2026-03-01,42606.61741948515,41838.9688279399,43058.45823618343,0.9716782844022326,39332.79043665078,6458.768735427515,False
NK-BZ-388,Blazer Mid '77,Footwear,Digital,EMEA,Decline,2026-03-08,13792.7553816178,13524.231270214854,12942.652047235353,0.9550649108963931,9951.985558576887,1941.397807085303,False
NK-EC-489,Element Crew Top,Apparel,Wholesale,Greater China,New Launch,2026-03-15,17763.296689153187,19127.5896043118,20289.669956969316,0.9427255172153084,17903.915222569794,3043.4504935453974,False
NK-ZP-988,Air Zoom Pegasus 40,Footwear,Direct-to-Consumer,Greater China,New Launch,2026-03-22,27967.4830972744,30540.211760414513,26536.548094567013,0.8491264330394505,43804.328573069746,3980.482214185052,False
NK-AC-960,ACG Mountain Fly,Apparel,Digital,EMEA,Decline,2026-03-01,37735.9304194668,37577.19747430722,39876.122962663445,0.9423483198076017,70620.70413437841,5981.418444399516,False
NK-JD-394,Jordan Stay Loyal 3,Footwear,Direct-to-Consumer,APLA,Growth,2026-03-08,46671.90459120062,48928.712763714546,39996.02515472536,0.7766606162879206,25973.63697107409,5999.403773208804,False
NK-BZ-672,Blazer Mid '77,Footwear,Direct-to-Consumer,Greater China,Decline,2026-03-15,2045.058551409851,2219.806556505783,2092.2473820510213,0.9390324607170897,2215.1484153065935,313.8371073076532,False
NK-EC-606,Element Crew Top,Apparel,Digital,Greater China,Mature,2026-03-22,13558.435483400688,14011.489701516735,14302.25382629683,0.979670048629295,7178.218396673842,2145.3380739445242,False
NK-AP-TJ100,Tech Fleece Joggers M,Apparel,Digital,APLA,Decline,2026-03-01,28154.557111976792,25830.8103069693,29759.852110853313,0.867975089753517,44252.4910411034,4463.977816627997,False
NK-RT-593,React Phantom Run 3,Footwear,Wholesale,APLA,Growth,2026-03-08,19201.180668569832,18995.697402120575,16845.090589576117,0.8723303504300968,17197.919115746365,2526.7635884364176,True
NK-RA-M362,Dri-FIT Running Shirt M,Apparel,Direct-to-Consumer,APLA,New Launch,2026-03-15,32993.638829413976,30353.24790798802,31871.034066933335,0.9523772540370744,16445.54596391165,4780.65511004,False
NK-ZP-809,Air Zoom Pegasus 40,Footwear,Wholesale,APLA,New Launch,2026-03-22,48587.636336333344,44319.262103667075,50397.365032237685,0.8793964143823267,95708.2204103847,7559.604754835653,False
NK-AC-905,ACG Mountain Fly,Apparel,Wholesale,North America,Mature,2026-03-01,39521.938090669624,42395.35384318627,42040.04868681664,0.9915484123480321,35300.6823099995,6306.007303022496,False
NK-IV-476,Invincible 3,Footwear,Digital,EMEA,New Launch,2026-03-08,4675.5415502878695,4968.382444698682,4101.806099774522,0.7887329815585882,2448.743208872675,615.2709149661783,False
NK-RT-611,React Phantom Run 3,Footwear,Wholesale,EMEA,Mature,2026-03-15,23709.286110926103,25470.37972878775,23881.437133268624,0.9334653694979851,42979.843749731896,3582.2155699902937,False
NK-JD-621,Jordan Stay Loyal 3,Footwear,Wholesale,EMEA,Decline,2026-03-22,17865.222641269676,17757.96291352928,19475.133504776626,0.9118275317175013,17076.352816621245,2921.270025716494,False
NK-IV-162,Invincible 3,Footwear,Digital,North America,New Launch,2026-03-01,19895.752478364477,19363.8229621765,17275.28723426499,0.8791026916317222,19554.026713524683,2591.293085139748,True
NK-CV-347,Court Vision Low,Footwear,Direct-to-Consumer,EMEA,Growth,2026-03-08,44155.41608410862,44053.508999280304,40183.43484169114,0.9036898121617547,50306.23121324654,6027.51522625367,False
NK-RA-M724,Dri-FIT Running Shirt M,Apparel,Digital,North America,New Launch,2026-03-15,26280.14162552097,23974.695576139427,24011.885589675574,0.9984511831277366,25798.9716577596,3601.782838451336,False
NK-AM-363,Air Max 270,Footwear,Direct-to-Consumer,EMEA,Decline,2026-03-22,14047.096443878845,12915.43508749657,14184.539566714171,0.9105290324547638,11905.575043830815,2127.6809350071258,True
NK-EC-158,Element Crew Top,Apparel,Wholesale,EMEA,New Launch,2026-03-01,10847.32025355647,10551.188316559475,11135.674197048998,0.9475123041365188,13175.169013710442,1670.3511295573496,False
NK-CV-191,Court Vision Low,Footwear,Digital,APLA,Growth,2026-03-08,40748.57638907838,37385.85704668553,40577.69287652224,0.9213401353411232,72304.32705704127,6086.653931478336,False
NK-AC-325,ACG Mountain Fly,Apparel,Digital,EMEA,Decline,2026-03-15,13473.377598748335,14576.83580029405,11696.5322030123,0.7537472177830655,14369.145389820127,1754.4798304518451,False
NK-EC-467,Element Crew Top,Apparel,Direct-to-Consumer,APLA,Mature,2026-03-22,13911.739707066428,15018.969168139587,13198.800094134614,0.8620958677286253,17035.540828683625,1979.8200141201921,True
NK-AP-TJ291,Tech Fleece Joggers M,Apparel,Wholesale,North America,New Launch,2026-03-01,43288.04263881988,40650.7746526255,42659.24977480965,0.9529181799308116,54943.40830574211,6398.8874662214475,False
NK-ZP-368,Air Zoom Pegasus 40,Footwear,Direct-to-Consumer,Greater China,Decline,2026-03-08,8407.936922336006,7896.049922696873,7538.119914111439,0.9525173368606958,10285.692679565664,1130.717987116716,True
NK-AC-219,ACG Mountain Fly,Apparel,Wholesale,North America,Mature,2026-03-15,29771.503227218487,29823.084180995975,33851.275667711656,0.8810032588946747,39200.12872631981,5077.691350156748,True
NK-AC-791,ACG Mountain Fly,Apparel,Digital,EMEA,New Launch,2026-03-22,28311.064234794983,26044.245361206766,28926.113563180945,0.9003713998536461,42650.294323174036,4338.917034477142,False
NK-SB-697,SB Dunk Low Pro,Footwear,Digital,EMEA,Decline,2026-03-01,4416.906589969188,4636.742536698153,3806.079139952486,0.7817535142592865,1973.303566553974,570.9118709928729,False
NK-ZP-906,Air Zoom Pegasus 40,Footwear,Wholesale,APLA,Growth,2026-03-08,46644.36046476565,44364.014180592814,44819.74314016739,0.9898319595864405,58634.38648153029,6722.961471025108,False
NK-AP-TJ241,Tech Fleece Joggers M,Apparel,Direct-to-Consumer,APLA,Growth,2026-03-15,8715.767221317627,8191.809570404686,9135.96370682419,0.8966552225120751,17517.3102299004,1370.3945560236284,False
NK-IC-727,Sportswear Icon Clash,Apparel,Wholesale,APLA,Growth,2026-03-22,36264.19449458199,35938.49612623113,38773.594428318225,0.9268806943517085,29727.018311203552,5816.039164247733,True
NK-AC-759,ACG Mountain Fly,Apparel,Direct-to-Consumer,APLA,Growth,2026-03-01,23590.273239476744,23996.478530927205,22159.79419765405,0.9171163632256298,25859.93648723899,3323.9691296481074,False
NK-RA-M602,Dri-FIT Running Shirt M,Apparel,Wholesale,EMEA,New Launch,2026-03-08,3161.6008196666653,3068.407407869646,3625.8487756779664,0.8462590686220527,5510.930644444464,543.877316351695,False
NK-IV-671,Invincible 3,Footwear,Direct-to-Consumer,APLA,New Launch,2026-03-15,3293.0860791688456,3433.016074276658,3051.8663774678416,0.8751093102821037,4746.893841074545,457.7799566201762,False
NK-IC-460,Sportswear Icon Clash,Apparel,Direct-to-Consumer,Greater China,New Launch,2026-03-22,34693.44072719741,35293.31806476945,38671.16433370885,0.9126520670598222,70016.8864288733,5800.674650056328,True
NK-AC-370,ACG Mountain Fly,Apparel,Digital,North America,New Launch,2026-03-01,49630.265685591316,52431.786128946085,46866.33465258951,0.8812484159981334,78435.43737761637,7029.950197888426,True
NK-MT-214,Metcon 9 Amp,Footwear,Direct-to-Consumer,APLA,Decline,2026-03-08,37208.662217583784,35523.76669482087,38237.6410207836,0.9290261048141637,72276.66589394058,5735.64615311754,False
NK-IV-136,Invincible 3,Footwear,Direct-to-Consumer,Greater China,Mature,2026-03-15,18865.96338436691,17924.151392585347,17888.230591357587,0.9979919310048969,14431.390550945589,2683.234588703638,False
NK-ZP-918,Air Zoom Pegasus 40,Footwear,Digital,APLA,New Launch,2026-03-22,21405.13191340578,19455.033176598477,18241.335705054233,0.9334644408080293,23908.82002741039,2736.2003557581347,False
NK-EC-522,Element Crew Top,Apparel,Wholesale,Greater China,Decline,2026-03-01,24494.92261464388,26201.817247433923,27322.118957861137,0.9589965290702726,14893.033924804591,4098.31784367917,False
NK-VF-394,Vaporfly 3,Footwear,Digital,APLA,Growth,2026-03-08,14409.835627104323,13800.92600053794,13822.309365171697,0.9984529817652875,19166.267287967246,2073.3464047757543,False
NK-IC-565,Sportswear Icon Clash,Apparel,Digital,North America,New Launch,2026-03-15,44364.246370443485,46350.52893708616,46463.623483674164,0.9975659550825229,62009.84554007909,6969.543522551125,False
NK-RA-M637,Dri-FIT Running Shirt M,Apparel,Wholesale,North America,New Launch,2026-03-22,36055.611404053445,32929.21474968369,37283.90950440593,0.8832017668584988,54081.505262330786,5592.586425660889,False
NK-EC-817,Element Crew Top,Apparel,Wholesale,Greater China,Growth,2026-03-01,11512.115260122318,11625.143327958278,12884.983216560158,0.902224173099217,23976.614358740706,1932.7474824840237,False
NK-AM-752,Air Max 270,Footwear,Wholesale,North America,Decline,2026-03-08,41944.195204826305,38914.42627983486,42894.65227202776,0.9072092724530963,69258.34729555881,6434.197840804163,False
NK-MT-219,Metcon 9 Amp,Footwear,Direct-to-Consumer,Greater China,Decline,2026-03-15,26143.45528841167,27902.592707434098,27780.588649362257,0.9956082983117551,39879.68692273899,4167.088297404338,False
